Id,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,SaleType
396,9571,Edwards,1Story,5,6,1956,1956,TA,TA,Av,BLQ,739,Unf,0,405,1144,1144,0,1144,1,0,1,0,3,TA,6,Attchd,1956.0,Unf,1,596,TA,TA,44,0,0,0,0,0,NA,NA,6,2010,Normal,129000,WD
397,7200,CollgCr,1Story,5,5,1972,1972,TA,TA,Av,Rec,777,Unf,0,117,894,894,0,894,0,0,1,0,2,TA,6,Detchd,1985.0,RFn,2,600,TA,TA,215,0,0,0,0,0,NA,NA,9,2009,Normal,123000,WD
398,7590,NAmes,2Story,5,5,1962,1962,TA,TA,No,ALQ,540,Unf,0,324,864,876,936,1812,0,0,2,0,4,TA,8,Attchd,1962.0,RFn,1,264,TA,TA,0,168,0,0,0,0,NA,NA,7,2007,Normal,169500,WD
399,8967,IDOTRR,1Story,5,2,1920,1950,Fa,Po,No,Unf,0,Unf,0,961,961,1077,0,1077,0,0,1,0,2,TA,6,Detchd,1920.0,Unf,1,338,Po,Po,0,0,0,0,0,0,NA,NA,11,2007,Abnorml,67000,WD
400,8125,Somerst,2Story,7,5,2006,2007,Gd,TA,No,GLQ,812,Unf,0,280,1092,1112,438,1550,1,0,2,0,2,Gd,7,Attchd,2007.0,Fin,2,438,TA,TA,0,168,0,0,0,0,NA,NA,10,2009,Normal,241000,WD
401,14963,Veenker,1Story,8,5,1996,1996,Gd,TA,No,GLQ,786,Unf,0,474,1260,1288,0,1288,1,0,1,1,1,Ex,4,Attchd,1996.0,Fin,2,500,TA,TA,120,30,0,0,224,0,NA,NA,12,2008,Normal,245500,WD
402,8767,CollgCr,1Story,7,5,2005,2005,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,1310,0,1310,0,0,2,0,3,Gd,6,Attchd,2005.0,Fin,2,400,TA,TA,0,0,0,0,0,0,NA,NA,7,2006,Partial,164990,New
403,10200,Sawyer,1Story,5,8,1940,1997,TA,TA,No,Unf,0,Unf,0,672,672,672,0,672,0,0,1,0,2,TA,4,Detchd,1940.0,Unf,1,240,TA,TA,168,0,0,0,0,0,NA,GdPrv,8,2008,Normal,108000,WD
404,12090,NoRidge,2Story,8,5,1998,1998,Gd,TA,No,Unf,0,Unf,0,1141,1141,1165,1098,2263,0,0,2,1,4,Gd,10,BuiltIn,1998.0,Fin,2,420,TA,TA,144,123,0,0,0,0,NA,NA,7,2006,Abnorml,258000,WD
405,10364,Gilbert,2Story,6,5,1995,1996,Gd,TA,No,Unf,0,Unf,0,806,806,806,766,1572,0,0,2,1,3,TA,7,BuiltIn,1995.0,Fin,2,373,TA,TA,0,40,0,0,0,0,NA,NA,5,2007,Normal,168000,WD
406,9991,Sawyer,1Story,4,4,1976,1993,TA,TA,No,BLQ,1116,Unf,0,165,1281,1620,0,1620,1,0,2,0,3,TA,8,Attchd,1993.0,Unf,2,490,TA,TA,120,78,0,0,0,0,NA,GdWo,6,2009,Normal,150000,WD
407,10480,SWISU,1.5Fin,6,5,1936,1950,TA,TA,No,Unf,0,Unf,0,1064,1064,1166,0,1639,0,0,1,0,3,TA,6,Detchd,1936.0,Unf,1,240,TA,TA,0,0,0,0,0,0,NA,NA,3,2008,Normal,115000,WD
408,15576,Crawfor,2Story,6,7,1915,1976,Gd,TA,No,Unf,0,Unf,0,840,840,840,840,1680,0,0,2,0,4,TA,8,Attchd,1960.0,Unf,1,308,TA,TA,0,0,160,0,0,0,NA,NA,3,2008,Normal,177000,WD
409,14154,NridgHt,2Story,7,5,2006,2006,Ex,Gd,No,Unf,0,Unf,0,1063,1063,1071,1101,2172,0,0,2,1,3,Gd,9,Attchd,2006.0,RFn,3,947,TA,TA,192,62,0,0,0,0,NA,NA,8,2007,Partial,280000,New
410,10800,Somerst,2Story,8,5,2007,2008,Ex,TA,No,GLQ,789,Unf,0,245,1034,1050,1028,2078,1,0,2,1,3,Ex,8,Attchd,2008.0,Fin,3,836,TA,TA,0,102,0,0,0,0,NA,NA,4,2008,Partial,339750,New
411,9571,Edwards,1Story,5,3,1958,1958,TA,Fa,No,Unf,0,Unf,0,1276,1276,1276,0,1276,0,0,1,0,3,TA,5,Attchd,1958.0,Unf,1,350,TA,TA,0,0,0,0,0,0,NA,NA,6,2009,Abnorml,60000,COD
412,34650,Gilbert,1Story,5,5,1955,1955,TA,TA,Mn,Rec,1056,Unf,0,0,1056,1056,0,1056,1,0,1,0,3,TA,5,Attchd,1955.0,Fin,2,572,TA,TA,264,0,0,0,0,0,NA,NA,1,2006,Normal,145000,WD
413,4403,Somerst,1Story,7,5,2009,2009,Ex,TA,Av,GLQ,578,Unf,0,892,1470,1478,0,1478,1,0,2,1,2,Gd,7,Attchd,2009.0,Fin,2,484,TA,TA,0,144,0,0,0,0,NA,NA,6,2010,Partial,222000,New
414,8960,OldTown,1Story,5,6,1927,1950,TA,TA,No,Unf,0,Unf,0,1008,1008,1028,0,1028,0,0,1,0,2,TA,5,Detchd,1927.0,Unf,2,360,TA,TA,0,0,130,0,0,0,NA,NA,3,2010,Normal,115000,WD
415,11228,SawyerW,2Story,7,5,1993,1993,Gd,TA,No,BLQ,50,GLQ,531,499,1080,1080,1017,2097,0,1,2,1,3,Gd,9,Attchd,1993.0,Unf,3,678,TA,TA,196,187,0,0,0,0,NA,NA,12,2008,Normal,228000,WD
416,8899,Gilbert,1Story,7,5,2007,2007,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,1340,0,1340,0,0,2,0,3,Gd,6,Attchd,2007.0,Fin,2,396,TA,TA,100,30,0,0,0,0,NA,NA,8,2007,Partial,181134,New
417,7844,Sawyer,2Story,6,7,1978,1978,TA,TA,No,ALQ,209,Unf,0,463,672,672,728,1400,0,0,1,1,3,TA,6,Attchd,1978.0,Fin,2,440,TA,TA,0,0,0,0,0,0,NA,NA,3,2006,Normal,149500,WD
418,22420,Crawfor,2Story,6,6,1918,1950,Gd,TA,No,BLQ,1128,Unf,0,242,1370,1370,1254,2624,1,0,2,1,4,TA,10,Detchd,1918.0,Unf,3,864,TA,TA,0,0,0,0,0,0,NA,NA,11,2007,Normal,239000,WD
419,8160,Edwards,1.5Fin,5,6,1940,1950,TA,TA,No,ALQ,312,Unf,0,444,756,756,378,1134,1,0,1,1,3,TA,7,Detchd,1940.0,Unf,1,240,TA,TA,0,0,0,0,0,0,NA,NA,4,2007,AdjLand,126000,WD
420,8450,NAmes,1Story,5,6,1968,1968,TA,TA,No,BLQ,775,Unf,0,281,1056,1056,0,1056,1,0,1,0,3,TA,6,Attchd,1968.0,Unf,1,304,TA,TA,0,85,184,0,0,0,NA,NA,7,2010,Normal,142000,WD
421,7060,Mitchel,SFoyer,7,5,1997,1998,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,1344,0,1344,2,0,2,0,2,TA,8,Attchd,1997.0,Fin,4,784,TA,TA,0,0,0,0,0,0,NA,NA,11,2008,Alloca,206300,WD
422,16635,NWAmes,1Story,6,7,1977,2000,Gd,TA,No,ALQ,1246,Unf,0,356,1602,1602,0,1602,0,1,2,0,3,Gd,8,Attchd,1977.0,Fin,2,529,TA,TA,240,0,0,0,0,0,NA,NA,6,2009,Normal,215000,WD
423,21750,Mitchel,1Story,5,5,1954,1954,TA,TA,No,Unf,0,Unf,0,988,988,988,0,988,0,0,1,0,2,TA,4,Attchd,1954.0,RFn,2,520,TA,TA,0,0,0,0,0,0,NA,NA,2,2008,Normal,113000,WD
424,9200,NoRidge,2Story,8,5,1998,1998,Gd,TA,No,GLQ,986,Unf,0,484,1470,1470,1160,2630,1,0,2,1,4,Gd,8,Attchd,1998.0,Fin,3,696,TA,TA,0,66,0,0,0,0,NA,NA,6,2008,Normal,315000,WD
425,9000,NAmes,1Story,6,5,1956,1956,Gd,TA,No,LwQ,616,Unf,0,580,1196,1196,0,1196,1,0,1,0,2,TA,6,Attchd,1956.0,RFn,1,297,TA,TA,0,44,0,0,0,0,NA,NA,5,2008,Normal,139000,WD
426,3378,OldTown,2Story,7,8,1946,1992,TA,TA,No,Unf,0,Unf,0,651,651,707,682,1389,0,0,1,1,3,TA,6,Detchd,1947.0,Unf,1,240,TA,TA,0,0,126,0,0,0,NA,NA,9,2009,Normal,135000,WD
427,12800,SawyerW,SLvl,7,5,1989,1989,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,1644,0,1644,1,1,2,0,2,Gd,5,Attchd,1989.0,Fin,2,569,TA,TA,80,0,0,0,396,0,NA,NA,8,2009,Normal,275000,WD
428,8593,NAmes,1Story,4,6,1957,1957,TA,TA,No,Rec,288,Unf,0,619,907,907,0,907,0,0,1,0,3,TA,5,Detchd,1964.0,Unf,1,352,TA,TA,0,0,0,0,0,0,NA,NA,7,2008,Normal,109008,WD
429,6762,CollgCr,1Story,7,5,2007,2007,Gd,TA,No,GLQ,664,Unf,0,544,1208,1208,0,1208,1,0,2,0,2,Gd,6,Attchd,2007.0,RFn,2,628,TA,TA,105,54,0,0,0,0,NA,NA,9,2007,Partial,195400,New
430,11457,Timber,1Story,6,5,1988,1988,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,1412,0,1412,1,0,2,0,3,Gd,6,Attchd,1988.0,Unf,2,576,TA,TA,0,0,169,0,0,0,NA,NA,3,2009,Normal,175000,WD
431,1680,BrDale,2Story,6,5,1971,1971,TA,TA,No,ALQ,387,Unf,0,96,483,483,504,987,0,0,1,1,2,TA,4,Detchd,1971.0,Unf,1,264,TA,TA,0,0,0,0,0,0,NA,NA,7,2008,Abnorml,85400,COD
432,5586,OldTown,1.5Fin,6,7,1920,1998,TA,TA,No,Unf,0,Unf,0,901,901,1088,110,1198,0,0,1,0,4,TA,7,NA,NA,NA,0,0,NA,NA,0,98,0,0,0,0,NA,MnPrv,9,2008,Abnorml,79900,ConLD
433,1920,BrDale,2Story,5,5,1971,1971,TA,TA,No,ALQ,471,Unf,0,294,765,765,600,1365,1,0,1,1,2,TA,6,Detchd,1971.0,Unf,2,440,TA,TA,240,36,0,0,0,0,NA,NA,8,2007,Normal,122500,WD
434,10839,Gilbert,2Story,6,5,1997,1998,Gd,TA,No,Unf,0,Unf,0,926,926,926,678,1604,0,0,2,1,3,TA,7,Attchd,1997.0,Fin,2,470,TA,TA,0,36,0,0,0,0,NA,NA,7,2008,Normal,181000,WD
435,1890,MeadowV,SFoyer,4,7,1972,1972,Gd,TA,Av,ALQ,495,Unf,0,135,630,630,0,630,1,0,1,0,1,TA,3,NA,NA,NA,0,0,NA,NA,88,0,0,0,0,0,NA,NA,6,2008,Normal,81000,WD
436,10667,CollgCr,2Story,7,6,1996,1996,Gd,TA,Av,GLQ,385,ALQ,344,70,799,827,834,1661,1,0,2,1,3,Gd,6,Attchd,1996.0,RFn,2,550,TA,TA,158,61,0,0,0,0,NA,NA,4,2009,Normal,212000,ConLw
437,4400,OldTown,1.5Fin,6,8,1920,1950,Fa,TA,No,Unf,0,Unf,0,648,648,734,384,1118,0,0,1,0,2,TA,6,Detchd,1990.0,Unf,2,440,TA,TA,0,0,0,0,0,0,NA,NA,10,2006,Normal,116000,WD
438,6000,BrkSide,1.5Unf,6,7,1926,2004,TA,TA,No,Unf,0,Unf,0,884,884,904,0,904,0,0,1,0,2,TA,4,Detchd,1926.0,Unf,1,180,TA,TA,0,0,105,0,0,0,NA,NA,1,2009,Normal,119000,WD
439,4280,Crawfor,1Story,5,6,1913,2002,TA,TA,No,LwQ,365,Unf,0,75,440,694,0,694,0,0,1,0,2,Gd,4,Detchd,1990.0,Unf,1,352,Gd,TA,0,0,34,0,0,0,NA,MnPrv,3,2007,Normal,90350,WD
440,12354,Edwards,1.5Fin,6,8,1920,2000,TA,Fa,Mn,Unf,0,Unf,0,684,684,684,512,1196,0,0,1,0,3,Gd,7,Detchd,2005.0,Unf,2,528,TA,TA,0,46,0,0,0,0,NA,GdPrv,8,2009,Normal,110000,ConLI
441,15431,NridgHt,1Story,10,5,2008,2008,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,2402,0,2402,1,0,2,0,2,Ex,10,Attchd,2008.0,Fin,3,672,TA,TA,0,72,0,0,170,0,NA,NA,4,2009,Normal,555000,WD
442,12108,Edwards,1Story,4,4,1955,1955,TA,TA,No,ALQ,133,Unf,0,1307,1440,1440,0,1440,0,0,2,0,4,Fa,8,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,9,2008,Normal,118000,WD
443,6240,BrkSide,1.5Fin,5,7,1930,1992,TA,TA,No,Unf,0,Unf,0,1078,1078,1128,445,1573,0,0,2,0,3,TA,8,Detchd,1930.0,Unf,2,360,TA,TA,0,0,0,0,0,0,NA,NA,6,2008,Normal,162900,WD
444,3922,Blmngtn,1Story,7,5,2006,2007,Ex,TA,Av,Unf,0,Unf,0,1258,1258,1258,0,1258,0,0,2,0,2,Gd,6,Attchd,2007.0,Fin,3,648,TA,TA,144,16,0,0,0,0,NA,NA,6,2007,Partial,172500,New
445,8750,CollgCr,2Story,7,5,1994,1995,Gd,TA,No,GLQ,642,Unf,0,273,915,933,975,1908,1,0,2,1,4,Gd,8,Attchd,1994.0,Unf,2,493,TA,TA,144,133,0,0,0,0,NA,NA,7,2008,Normal,210000,WD
446,9855,Edwards,1Story,6,5,1956,1956,TA,TA,No,Unf,0,Unf,0,1436,1436,1689,0,1689,0,0,1,0,3,TA,7,Attchd,1956.0,Unf,2,480,TA,TA,0,0,0,0,0,0,NA,MnPrv,11,2009,Normal,127500,COD
447,16492,NAmes,1Story,6,6,1966,2002,TA,TA,No,ALQ,247,Rec,713,557,1517,1888,0,1888,0,0,2,1,2,Gd,6,Attchd,1966.0,Fin,2,578,TA,TA,0,0,0,0,0,0,NA,NA,6,2010,Normal,190000,WD
448,11214,Gilbert,2Story,7,5,1998,1999,Gd,TA,No,Unf,0,Unf,0,930,930,956,930,1886,0,0,2,1,4,Gd,10,Attchd,1998.0,Fin,2,431,TA,TA,89,0,0,0,0,0,NA,NA,7,2006,Normal,199900,WD
449,8600,IDOTRR,1.5Fin,6,6,1937,1950,TA,TA,No,Unf,0,Unf,0,780,780,780,596,1376,0,0,2,0,3,TA,7,Detchd,1937.0,Unf,1,198,TA,TA,0,0,0,0,0,0,NA,NA,6,2006,Normal,119500,WD
450,6000,OldTown,1.5Fin,3,7,1948,2002,TA,TA,No,ALQ,331,Unf,0,318,649,679,504,1183,0,0,1,1,2,TA,6,Detchd,1981.0,Unf,1,308,TA,TA,0,176,0,0,0,0,NA,NA,6,2007,Normal,120000,WD
451,5684,OldTown,1Story,6,8,1930,2005,TA,TA,No,Unf,0,Unf,0,813,813,813,0,813,0,0,1,0,2,Gd,5,Detchd,1932.0,Unf,1,270,Fa,Fa,0,113,0,0,0,0,NA,NA,6,2006,Normal,110000,WD
452,70761,ClearCr,1Story,7,5,1975,1975,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,1533,0,1533,1,0,2,0,2,Gd,5,Attchd,1975.0,Unf,2,576,TA,TA,200,54,0,0,0,0,NA,NA,12,2006,Normal,280000,WD
453,9303,Timber,2Story,6,5,1996,1997,Ex,TA,No,ALQ,742,Unf,0,130,872,888,868,1756,1,0,2,1,3,TA,7,Attchd,1996.0,Fin,2,422,TA,TA,144,122,0,0,0,0,NA,NA,7,2007,Normal,204000,WD
454,9000,Somerst,2Story,8,5,2008,2008,Gd,TA,No,Unf,0,Unf,0,768,768,786,804,1590,0,0,2,1,3,Gd,6,Attchd,2008.0,RFn,2,676,TA,TA,0,30,0,0,0,0,NA,NA,6,2009,Normal,210000,WD
455,9297,Mitchel,1Story,5,5,1976,1976,TA,TA,No,ALQ,1606,Unf,0,122,1728,1728,0,1728,2,0,2,0,4,TA,8,Detchd,1976.0,Unf,2,560,TA,TA,0,0,0,0,0,0,NA,NA,7,2006,Family,188000,WD
456,9600,NWAmes,1Story,7,6,1973,1973,TA,TA,No,ALQ,916,Unf,0,326,1242,1242,0,1242,0,0,1,1,3,TA,6,Attchd,1973.0,Unf,2,528,TA,TA,0,0,0,0,0,0,NA,NA,9,2007,Normal,175500,WD
457,4571,OldTown,2Story,5,5,1916,1950,TA,TA,No,Unf,0,Unf,0,624,624,624,720,1344,0,0,1,0,4,TA,7,Detchd,1916.0,Unf,3,513,Fa,Fa,0,0,96,0,0,0,NA,NA,5,2008,Abnorml,98000,COD
458,53227,ClearCr,1Story,4,6,1954,1994,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,1663,0,1663,1,0,1,0,2,Gd,6,Attchd,1954.0,Fin,2,529,TA,TA,224,137,0,0,0,0,NA,NA,3,2008,Normal,256000,WD
459,5100,OldTown,2Story,8,7,1925,1996,TA,TA,No,Unf,0,Unf,0,588,588,833,833,1666,0,0,1,0,3,Gd,7,Detchd,1925.0,Unf,1,228,TA,TA,192,63,0,0,0,0,NA,MnPrv,6,2008,Normal,161000,WD
460,7015,BrkSide,1.5Fin,5,4,1950,1950,TA,TA,No,LwQ,185,Unf,0,524,709,979,224,1203,1,0,1,0,3,Gd,5,Detchd,1950.0,Unf,1,352,TA,TA,0,0,248,0,0,0,NA,NA,7,2009,Normal,110000,WD
461,8004,Somerst,2Story,8,5,2009,2009,Gd,TA,No,GLQ,544,Unf,0,288,832,832,1103,1935,1,0,2,1,3,TA,8,BuiltIn,2009.0,Fin,2,552,TA,TA,0,150,0,0,0,0,NA,NA,12,2009,Partial,263435,New
462,7200,SWISU,2Story,7,9,1936,2007,Gd,Gd,No,ALQ,350,BLQ,210,0,560,575,560,1135,1,0,1,0,3,Gd,6,Detchd,1971.0,RFn,2,576,TA,TA,256,0,0,0,0,0,NA,MnPrv,4,2009,Normal,155000,WD
463,8281,Sawyer,1Story,5,5,1965,1965,TA,TA,No,Rec,553,BLQ,311,0,864,864,0,864,0,0,1,0,3,TA,5,Detchd,1965.0,Unf,1,360,TA,TA,0,0,236,0,0,0,NA,GdWo,12,2009,Normal,62383,WD
464,11988,Crawfor,2Story,6,7,1934,1995,TA,TA,No,LwQ,326,Unf,0,389,715,849,811,1660,0,0,1,1,3,TA,6,Detchd,1939.0,Unf,1,240,TA,TA,0,0,0,0,0,0,NA,NA,8,2008,Normal,188700,WD
465,8430,CollgCr,1Story,5,5,1978,1978,Gd,TA,No,Rec,616,Unf,0,424,1040,1040,0,1040,0,0,2,0,3,TA,5,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,8,2009,Normal,124000,WD
466,3072,Blmngtn,1Story,7,5,2004,2004,Gd,TA,No,Unf,0,Unf,0,1375,1375,1414,0,1414,0,0,2,0,2,Gd,6,Attchd,2004.0,Fin,2,398,TA,TA,144,20,0,0,0,0,NA,NA,5,2006,Normal,178740,WD
467,10628,NAmes,1Story,7,5,1970,1970,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,1277,0,1277,1,0,1,0,2,TA,5,Attchd,1970.0,Unf,2,526,TA,TA,0,0,0,0,176,0,NA,GdWo,4,2007,Normal,167000,WD
468,9480,NAmes,2Story,5,7,1942,1995,TA,TA,No,LwQ,386,Unf,0,342,728,888,756,1644,0,0,1,1,3,Gd,7,Attchd,1942.0,Unf,1,312,TA,TA,168,0,0,0,0,0,NA,NA,6,2007,Normal,146500,WD
469,11428,NridgHt,1Story,8,5,2006,2006,Gd,TA,No,Unf,0,Unf,0,1626,1626,1634,0,1634,0,0,2,0,3,Gd,7,Attchd,2006.0,RFn,3,866,TA,TA,0,44,0,0,0,0,NA,NA,5,2007,Normal,250000,WD
470,9291,SawyerW,2Story,6,5,1993,1993,Gd,TA,No,GLQ,426,Unf,0,406,832,832,878,1710,0,0,2,1,3,Gd,7,Attchd,1993.0,RFn,2,506,TA,TA,144,70,0,0,0,0,NA,NA,6,2008,Normal,187000,WD
471,6820,StoneBr,1Story,8,5,1985,1985,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,1502,0,1502,1,0,1,1,1,Gd,4,Attchd,1985.0,RFn,2,528,TA,TA,0,54,0,0,140,0,NA,NA,6,2010,Normal,212000,WD
472,11952,NWAmes,2Story,7,6,1977,1977,Gd,TA,No,Unf,0,Unf,0,808,808,1161,808,1969,0,0,2,1,3,TA,8,Attchd,1977.0,RFn,2,534,TA,TA,0,0,0,0,276,0,NA,NA,11,2007,Normal,190000,WD
473,3675,Edwards,SLvl,6,5,2005,2005,Gd,TA,Gd,GLQ,459,Unf,0,88,547,1072,0,1072,1,0,1,0,2,TA,5,Basment,2005.0,RFn,2,525,TA,TA,0,28,0,0,0,0,NA,NA,6,2008,Normal,148000,WD
474,14977,NridgHt,1Story,8,5,2006,2007,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,1976,0,1976,1,0,2,0,2,Gd,7,Attchd,2006.0,RFn,3,908,TA,TA,250,63,0,0,0,0,NA,NA,7,2007,Partial,440000,New
475,5330,StoneBr,1Story,8,5,2000,2000,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,1652,0,1652,1,0,2,0,2,Ex,6,Attchd,2000.0,RFn,2,499,TA,TA,96,48,0,0,0,0,NA,NA,8,2007,Normal,251000,WD
476,8480,Sawyer,1Story,5,6,1963,1963,TA,TA,No,GLQ,630,Unf,0,340,970,970,0,970,1,0,1,0,2,TA,5,Detchd,1996.0,Unf,2,624,TA,TA,0,24,0,0,192,0,NA,NA,7,2007,Normal,132500,WD
477,13125,CollgCr,1Story,6,5,1997,1998,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,1493,0,1493,1,0,2,0,3,Gd,7,Attchd,1997.0,Fin,2,508,TA,TA,140,39,0,0,0,0,NA,NA,4,2008,Normal,208900,WD
478,13693,NridgHt,2Story,9,5,2006,2006,Gd,TA,Av,Unf,0,Unf,0,2153,2153,2069,574,2643,0,0,2,1,3,Ex,9,BuiltIn,2006.0,Fin,3,694,TA,TA,414,84,0,0,0,0,NA,NA,3,2007,Normal,380000,WD
479,10637,CollgCr,1Story,8,5,2007,2008,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,1718,0,1718,1,0,2,0,3,Gd,7,Attchd,2007.0,RFn,3,826,TA,TA,208,44,0,0,0,0,NA,NA,9,2009,Normal,297000,WD
480,5925,OldTown,1Story,4,7,1937,2000,Fa,TA,No,Rec,168,Unf,0,739,907,1131,0,1131,0,0,1,0,2,TA,7,Detchd,1995.0,Unf,2,672,TA,TA,0,72,0,0,0,0,NA,MnPrv,3,2007,Alloca,89471,WD
481,16033,NridgHt,1Story,9,5,2004,2005,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,1850,0,1850,1,0,2,0,3,Gd,8,Attchd,2004.0,Fin,3,772,TA,TA,519,112,0,0,0,0,NA,NA,3,2006,Normal,326000,WD
482,11846,NridgHt,1Story,9,5,2003,2004,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,1792,0,1792,1,0,2,0,2,Ex,6,Attchd,2003.0,Fin,3,874,TA,TA,206,49,0,0,0,0,NA,NA,8,2006,Normal,374000,WD
483,2500,OldTown,2Story,7,8,1915,2005,TA,TA,No,ALQ,299,Unf,0,611,910,916,910,1826,1,0,1,1,4,Ex,7,Attchd,1915.0,Unf,1,164,Fa,Fa,0,0,0,0,0,0,NA,NA,6,2009,Normal,155000,WD
484,4500,Mitchel,1Story,6,5,1998,1998,Ex,TA,No,GLQ,897,Unf,0,319,1216,1216,0,1216,1,0,2,0,2,TA,5,Attchd,1998.0,Unf,2,402,TA,TA,0,125,0,0,0,0,NA,NA,5,2006,Normal,164000,WD
485,7758,Sawyer,1Story,5,7,1962,2001,TA,TA,No,ALQ,588,Unf,0,411,999,999,0,999,1,0,1,0,3,Gd,6,Detchd,1963.0,Unf,1,264,TA,TA,0,132,0,0,0,0,NA,NA,3,2007,Normal,132500,WD
486,9600,NAmes,1Story,5,7,1950,2007,TA,TA,No,ALQ,607,Unf,0,506,1113,1113,0,1113,0,0,1,0,3,Gd,5,Attchd,1950.0,Unf,1,264,TA,TA,0,80,120,0,0,0,NA,NA,7,2009,Normal,147000,WD
487,10289,NAmes,1Story,5,7,1965,1965,TA,TA,No,ALQ,836,Unf,0,237,1073,1073,0,1073,1,0,1,1,3,TA,6,Attchd,1965.0,RFn,2,515,TA,TA,0,0,0,0,0,0,NA,NA,6,2007,Normal,156000,WD
488,12243,NWAmes,1Story,5,6,1971,1971,Gd,TA,Av,ALQ,998,Unf,0,486,1484,1484,0,1484,0,0,2,0,3,TA,7,Attchd,1971.0,Unf,2,487,TA,TA,224,0,0,0,180,0,NA,NA,2,2007,Normal,175000,WD
489,10800,OldTown,1.5Fin,5,4,1900,1970,TA,Fa,No,BLQ,664,Unf,0,290,954,1766,648,2414,0,0,2,0,3,TA,10,Attchd,1970.0,Unf,2,520,TA,Fa,142,0,0,0,0,0,NA,NA,5,2006,Normal,160000,ConLD
490,1526,MeadowV,SFoyer,4,8,1970,2002,Gd,TA,Av,GLQ,515,Unf,0,115,630,630,0,630,1,0,1,0,1,Gd,3,Attchd,1970.0,Unf,1,286,TA,TA,0,0,0,0,0,0,NA,NA,5,2009,Normal,86000,WD
491,2665,MeadowV,2Story,5,6,1976,1976,Gd,TA,Mn,Unf,0,Unf,0,264,264,616,688,1304,0,0,1,1,3,TA,4,BuiltIn,1976.0,Fin,1,336,TA,TA,141,24,0,0,0,0,NA,NA,6,2008,Normal,115000,WD
492,9490,NAmes,1.5Fin,6,7,1941,1950,TA,TA,No,BLQ,403,Rec,165,238,806,958,620,1578,1,0,1,0,3,Fa,5,Attchd,1941.0,Unf,1,240,TA,TA,0,0,32,0,0,0,NA,MnPrv,8,2006,Normal,133000,WD
493,15578,Gilbert,2Story,6,5,2006,2006,Gd,TA,No,Unf,0,Unf,0,728,728,728,728,1456,0,0,2,1,3,TA,8,Attchd,2006.0,RFn,2,429,TA,TA,0,0,0,0,0,0,NA,NA,5,2006,Partial,172785,New
494,7931,NAmes,1Story,5,6,1960,1960,TA,TA,No,BLQ,374,LwQ,532,363,1269,1269,0,1269,0,0,1,1,3,TA,6,Detchd,1964.0,Unf,1,308,TA,TA,0,0,0,0,0,0,NA,NA,6,2008,Normal,155000,WD
495,5784,OldTown,1Story,5,8,1938,1996,Fa,TA,No,Unf,0,Unf,0,190,190,886,0,886,0,0,1,0,2,TA,4,Attchd,1938.0,Unf,1,273,TA,TA,144,20,80,0,0,0,NA,NA,12,2009,Normal,91300,WD
496,7879,IDOTRR,1Story,4,5,1920,1950,TA,TA,No,Rec,495,Unf,0,225,720,720,0,720,0,0,1,0,2,TA,4,NA,NA,NA,0,0,NA,NA,0,523,115,0,0,0,NA,GdWo,11,2009,Abnorml,34900,WD
497,12692,NoRidge,1Story,8,5,1992,1993,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,3228,0,3228,1,0,3,0,4,Gd,10,Attchd,1992.0,RFn,2,546,TA,TA,264,75,291,0,0,0,NA,NA,5,2007,Normal,430000,WD
498,9120,BrkSide,1.5Fin,7,6,1925,1950,TA,TA,No,Rec,329,Unf,0,697,1026,1133,687,1820,1,0,2,0,4,TA,8,Detchd,1925.0,Unf,1,240,TA,TA,0,100,0,0,0,0,NA,GdPrv,6,2008,Normal,184000,WD
